Name,Code,Barcode Symbology,Brand,Category Code,Unit Code,Sale Unit Code, Purchase Unit Code,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Image,Subcategory Code,Product Variants Separated by |,Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,HSN Code,Secondary Name,Supplier Name,Supplier Part No,Supplier Price
Fresh pacific ggs lane snapper 1-2 lb 80 lb box,PLS1232800,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Frozen  cut  bait  sardina gallera  s/t 30 lb box - g,PSG0081301,code128,,PE16,LB,LB,LB,30,33.12,0,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Frozen co treated minutas caribbean yellowtail snapper 4-6 onz 20lb box,CYT4616200,code128,,PE16,LB,LB,LB,20,23.12,0,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Frozen co treated minutas caribbean yellowtail snapper 6-8 onz 20lb box,CYT6816200,code128,,PE16,LB,LB,LB,20,23.12,0,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Ivp frozen co treated skinless fillets caribbean hog fish 8-10 onz 10lb box,CHF8110101,code128,,PE16,LB,LB,LB,10,11.36,10,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Frozen co treated minutas caribbean yellowtail snapper 8-10 onz 20lb box,CYT8116200,code128,,PE16,LB,LB,LB,20,23.12,0,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Frozen co treated minutas caribbean yellowtail snapper 6-8 onz 10lb box,CYT6816100,code128,,PE16,LB,LB,LB,10,10,10,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Frozen co treated minutas caribbean yellowtail snapper 8-10 onz 10lb box,CYT8116100,code128,,PE16,LB,LB,LB,10,11.36,0,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Frozen co treated minutas caribbean yellowtail snapper 2-4 onz 10lb box,CYT2416100,code128,,PE16,LB,LB,LB,10,10,10,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean ggs yellowtail snapper 3/4-1 lb 30 lb box,CYT3132300,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Frozen co treated minutas caribbean yellowtail snapper 4-6 onz 10lb box,CYT4616100,code128,,PE16,LB,LB,LB,10,11.36,10,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Iwp frozen tail caribbean lobster 5 onz 40 lb master box atlantic treasure (4x10),CLO0523401,code128,,LB12,LB,LB,LB,40,47.2,40,SIN IVA,inclusive,no_image.png,,,,Productos Terminados,,,,,,,,,
Iwp frozen tail caribbean lobster 6 onz 40 lb master box atlantic treasure (4x10),CLO0623401,code128,,LB12,LB,LB,LB,40,47.2,40,SIN IVA,inclusive,no_image.png,,,,Productos Terminados,,,,,,,,,
Iwp frozen tail caribbean lobster 7 onz 40 lb master box atlantic treasure (4x10),CLO0723401,code128,,LB12,LB,LB,LB,40,47.2,40,SIN IVA,inclusive,no_image.png,,,,Productos Terminados,,,,,,,,,
Iwp frozen tail caribbean lobster 8 onz 40 lb master box atlantic treasure (4x10),CLO0823401,code128,,LB12,LB,LB,LB,40,47.2,40,SIN IVA,inclusive,no_image.png,,,,Productos Terminados,,,,,,,,,
Frozen snapper heads and tails (10 lb. bulk bag) 50 lb. box,PDS0021501,code128,,PE16,LB,LB,LB,50,55.16,50,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean ggs yellowtail snapper 1-2 lb 80 lb box,CYT1232800,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh skinless fillets pacific black grouper 8-16 onz 30lb box,PBG8210301,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Iwp frozen tail caribbean lobster 9 onz 40 lb master box atlantic treasure (4x10),CLT0923401,code128,,LB12,LB,LB,LB,40,47.2,40,SIN IVA,inclusive,no_image.png,,,,Productos Terminados,,,,,,,,,
Iwp frozen tail caribbean lobster 10-12 onz 40 lb master box atlantic treasure (4x10),CLT1023401,code128,,LB12,LB,LB,LB,40,47.2,40,SIN IVA,inclusive,no_image.png,,,,Productos Terminados,,,,,,,,,
Iwp frozen tail caribbean lobster 12-14 onz 40 lb master box atlantic treasure (4x10),CLT1223401,code128,,LB12,LB,LB,LB,40,47.2,40,SIN IVA,inclusive,no_image.png,,,,Productos Terminados,,,,,,,,,
Ivp frozen co treated skinless fillets caribbean red grouper 4-6 oz 10lb box,CRG3609100,code128,,PE16,LB,LB,LB,10,11.36,10,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh h&g pacific king klip 5-up lbs 80lb box,PCG0502801,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh h&g pacific king klip 3-5 lbs 80lb box,PCG3502801,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Iwp frozen co treated ggs pacific silk snapper 1/2-3/4 lb 20lb box (2lb bag x 10),PSS1451201,code128,,PE16,LB,LB,LB,20,23.12,20,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Iwp frozen co treated ggs pacific silk snapper 3/4-1 lb 20lb box (4lb bag x 5),PSS3151201,code128,,PE16,LB,LB,LB,20,23.12,20,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Ivp frozen skinless portion co treated robalo 8 onz 10lb box,PRO8043100,code128,,PE16,LB,LB,LB,10,11.36,10,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh h&g caribbean atun 50-up lbs 80lb box,CAT5002110,code128,,PE16,LB,LB,LB,80,80,80,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean black fin snapper 10-up lb 30lb box,CBF1001300,code128,,PE16,LB,LB,LB,30,30,30,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean black fin snapper 10-up lb 80lb box,CBF1001800,code128,,PE16,LB,LB,LB,80,80,80,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean black fin snapper 1/2-1 lb 30lb box,CBF1101300,code128,,PE16,LB,LB,LB,30,30,30,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean black fin snapper 1/2-1 lb 80lb box,CBF1101800,code128,,PE16,LB,LB,LB,80,80,80,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean black fin snapper 1-2 lb 30lb box,CBF1201300,code128,,PE16,LB,LB,LB,30,30,30,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean black fin snapper 1-2 lb 80lb box,CBF1201800,code128,,PE16,LB,LB,LB,80,80,80,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean black fin snapper 2-4 lb 30lb box,CBF2401300,code128,,PE16,LB,LB,LB,30,30,30,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean black fin snapper 2-4 lb 80lb box,CBF2401800,code128,,PE16,LB,LB,LB,80,80,80,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean black fin snapper 4-6 lb 30lb box,CBF4601300,code128,,PE16,LB,LB,LB,30,30,30,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean black fin snapper 4-6 lb 80lb box,CBF4601800,code128,,PE16,LB,LB,LB,80,80,80,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean black fin snapper 6-10 lb 30lb box,CBF6101300,code128,,PE16,LB,LB,LB,30,30,30,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean black fin snapper 6-10 lb 80lb box,CBF6101800,code128,,PE16,LB,LB,LB,80,80,80,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean black grouper 10-20 lb 30lb box,CBG1201300,code128,,PE16,LB,LB,LB,30,30,30,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean black grouper 10-20 lb 80lb box,CBG1201800,code128,,PE16,LB,LB,LB,80,80,80,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean black grouper 1-3 lb 30lb box,CBG1301300,code128,,PE16,LB,LB,LB,30,30,30,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Pacific sardina gallera s/t granel,OSG0021000,code128,,PE16,LB,LB,LB,1,1,1,SIN IVA,inclusive,no_image.png,PE16,,,Bait,,,,,,,,,
Fresh caribbean black grouper 1-3 lb 80lb box,CBG1301800,code128,,PE16,LB,LB,LB,80,80,80,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean black grouper 20 -30 lb 30lb box,CBG2301300,code128,,PE16,LB,LB,LB,30,30,30,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean black grouper 20 -30 lb 80lb box,CBG2301800,code128,,PE16,LB,LB,LB,80,80,80,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean black grouper 30-40 lb 80lb box,CBG3401800,code128,,PE16,LB,LB,LB,80,80,80,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean black grouper 3-5 lb 30lb box,CBG3501300,code128,,PE16,LB,LB,LB,30,30,30,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean black grouper 3-5 lb 80lb box,CBG3501800,code128,,PE16,LB,LB,LB,80,80,80,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean black grouper 40-50 lb 80lb box,CBG4501800,code128,,PE16,LB,LB,LB,80,80,80,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean black grouper 50-up lb 80lb box,CBG5001800,code128,,PE16,LB,LB,LB,80,80,80,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean black grouper 5-10 lb 30lb box,CBG5101300,code128,,PE16,LB,LB,LB,30,30,30,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean black grouper 5-10 lb 80lb box,CBG5101800,code128,,PE16,LB,LB,LB,80,80,80,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Ivp frozen co treated skinless fillets  caribbean black grouper 5-7 lb 50lb box,CBG5709500,code128,,PE16,LB,LB,LB,50,55.16,50,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean black snapper 10-up lb 30lb box,CBS1001300,code128,,PE16,LB,LB,LB,30,30,30,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean black snapper 10-up lb 80lb box,CBS1001800,code128,,PE16,LB,LB,LB,80,80,80,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean black snapper 1/2-1 lb 30lb box,CBS1101300,code128,,PE16,LB,LB,LB,30,30,30,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean black snapper 1/2-1 lb 80lb box,CBS1101800,code128,,PE16,LB,LB,LB,80,80,80,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean black snapper 1-2 lb 30lb box,CBS1201300,code128,,PE16,LB,LB,LB,30,30,30,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean black snapper 1-2 lb 80lb box,CBS1201800,code128,,PE16,LB,LB,LB,80,80,80,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean black snapper 2-4 lb 30lb box,CBS2401300,code128,,PE16,LB,LB,LB,30,30,30,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean black snapper 2-4 lb 80lb box,CBS2401800,code128,,PE16,LB,LB,LB,80,80,80,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean black snapper 4-6 lb 30lb box,CBS4601300,code128,,PE16,LB,LB,LB,30,30,30,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean black snapper 4-6 lb 80lb box,CBS4601800,code128,,PE16,LB,LB,LB,80,80,80,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean black snapper 6-10 lb 30lb box,CBS6101300,code128,,PE16,LB,LB,LB,30,30,30,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean black snapper 6-10 lb 80lb box,CBS6101800,code128,,PE16,LB,LB,LB,80,80,80,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Ivp frozen co treated skinless fillets  caribbean cobia 1-3 lb 50lb box,CCB1309500,code128,,PE16,LB,LB,LB,50,50,50,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Frozen 100% clean queen conch 5lbs block,CCH0037050,code128,,CR11,LB,LB,LB,5,5.52,5,SIN IVA,inclusive,no_image.png,,,,Productos Terminados,,,,,,,,,
Frozen 100% clean queen conch 40lbs master,CCH0037400,code128,,CR11,LB,LB,LB,40,64.5,40,SIN IVA,inclusive,no_image.png,,,,Productos Terminados,,,,,,,,,
Fresh caribbean dog snapper 10-up lb 30lb box,CDS1001300,code128,,PE16,LB,LB,LB,30,30,30,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean dog snapper 10-up lb 80lb box,CDS1001800,code128,,PE16,LB,LB,LB,80,80,80,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Iwp frozen  ggs caribbean dog snapper 10-up lb 50lb box,CDS1005500,code128,,PE16,LB,LB,LB,50,55.16,50,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean dog snapper 1-5 lb 30lb box,CDS1501300,code128,,PE16,LB,LB,LB,30,30,30,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean dog snapper 1-5 lb 80lb box,CDS1501800,code128,,PE16,LB,LB,LB,80,80,80,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean dog snapper 5-10 lb 30lb box,CDS5101300,code128,,PE16,LB,LB,LB,30,30,30,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean dog snapper 5-10 lb 80lb box,CDS5101800,code128,,PE16,LB,LB,LB,80,80,80,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Iwp frozen ggs caribbean dog snapper 5-10 lb 50lb box,CDS5105500,code128,,PE16,LB,LB,LB,50,55.16,50,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
"Iwp frozen  5 oz ""a"" caribbean lobster tail 10lb box",CLO0523100,code128,,LB12,LB,LB,LB,10,10,10,SIN IVA,inclusive,no_image.png,,,,Productos Terminados,,,,,,,,,
"Iwp frozen ""caribbean pride"" caribbean lobster tail 5 onz 10 lb box",CLO0524100,code128,,LB12,LB,LB,LB,10,11.36,10,SIN IVA,inclusive,no_image.png,,,,Productos Terminados,,,,,,,,,
"Iwp frozen 6 oz  ""a"" caribbean lobster tail 10lb box",CLO0623100,code128,,LB12,LB,LB,LB,10,10,10,SIN IVA,inclusive,no_image.png,,,,Productos Terminados,,,,,,,,,
"Iwp frozen ""caribbean pride"" caribbean lobster tail 6 onz 10 lb box",CLO0624100,code128,,LB12,LB,LB,LB,10,11.36,10,SIN IVA,inclusive,no_image.png,,,,Productos Terminados,,,,,,,,,
"Iwp frozen 7 oz  ""a"" caribbean lobster tail 10lb box",CLO0723100,code128,,LB12,LB,LB,LB,10,10,10,SIN IVA,inclusive,no_image.png,,,,Productos Terminados,,,,,,,,,
"Iwp frozen ""caribbean pride"" caribbean lobster tail 7 onz 10 lb box",CLO0724100,code128,,LB12,LB,LB,LB,10,11.36,10,SIN IVA,inclusive,no_image.png,,,,Productos Terminados,,,,,,,,,
"Iwp frozen 8 oz ""a"" caribbean lobster tail 10lb box",CLO0823100,code128,,LB12,LB,LB,LB,10,10,10,SIN IVA,inclusive,no_image.png,,,,Productos Terminados,,,,,,,,,
"Iwp frozen ""caribbean pride"" caribbean lobster tail 8 onz 10 lb box",CLO0824100,code128,,LB12,LB,LB,LB,10,11.36,10,SIN IVA,inclusive,no_image.png,,,,Productos Terminados,,,,,,,,,
"Iwp frozen 9 oz ""a"" caribbean lobster tail 10lb box",CLO0923100,code128,,LB12,LB,LB,LB,10,10,10,SIN IVA,inclusive,no_image.png,,,,Productos Terminados,,,,,,,,,
"Iwp frozen ""caribbean pride"" caribbean lobster tail 9 onz 10 lb box",CLO0924100,code128,,LB12,LB,LB,LB,10,11.36,10,SIN IVA,inclusive,no_image.png,,,,Productos Terminados,,,,,,,,,
"Iwp frozen  ""a"" caribbean lobster tail 10-12 oz 10lb box",CLO1023100,code128,,LB12,LB,LB,LB,10,10,10,SIN IVA,inclusive,no_image.png,,,,Productos Terminados,,,,,,,,,
"Iwp frozen ""caribbean pride"" caribbean lobster tail 10-12 onz 10 lb box",CLO1024100,code128,,LB12,LB,LB,LB,10,11.36,10,SIN IVA,inclusive,no_image.png,,,,Productos Terminados,,,,,,,,,
"Iwp frozen ""a"" caribbean lobster tail 12-14 oz 10lb box",CLO1223100,code128,,LB12,LB,LB,LB,10,10,10,SIN IVA,inclusive,no_image.png,,,,Productos Terminados,,,,,,,,,
"Iwp frozen ""caribbean pride"" caribbean lobster tail 12-14 onz 10 lb box",CLO1224100,code128,,LB12,LB,LB,LB,10,11.36,10,SIN IVA,inclusive,no_image.png,,,,Productos Terminados,,,,,,,,,
Fresh caribbean lane snapper 1/2-1 lb 30lb box,CLS1101300,code128,,PE16,LB,LB,LB,30,30,30,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean lane snapper 1/2-1 lb 80lb box,CLS1101800,code128,,PE16,LB,LB,LB,80,80,80,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Ivp frozen co treated  ggs caribbean lane snapper 3/4-1 lb 10lb box,CLS1105100,code128,,PE16,LB,LB,LB,10,11.36,10,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Ivp frozen co treated ggs caribbean lane snapper 1/2-1 lb 10lb box,CLS1106100,code128,,PE16,LB,LB,LB,10,11.36,10,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean lane snapper 1-2 lb 30lb box,CLS1201300,code128,,PE16,LB,LB,LB,30,30,30,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean lane snapper 1-2 lb 80lb box,CLS1201800,code128,,PE16,LB,LB,LB,80,80,80,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Ivp frozen co treated ggs caribbean lane snapper 1-2 lb 20lb box,CLS1206200,code128,,PE16,LB,LB,LB,20,22.12,20,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Ivp frozen ggs caribbean lane snapper 1.0-1.5 lb 20lb box,CLS1505200,code128,,PE16,LB,LB,LB,20,22.12,20,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Ivp frozen ggs caribbean lane snapper 1.5-2.0 lb 20lb box,CLS5205200,code128,,PE16,LB,LB,LB,20,22.12,20,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh h&g caribbean mahi mahi 10-15 lb 80lb box,CMM1002800,code128,,PE16,LB,LB,LB,80,80,80,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Ivp frozen co treated skin on fillets caribbean mahi mahi 1-3 lb 50lb box,CMM1307500,code128,,PE16,LB,LB,LB,50,55.16,50,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Ivp frozen co treated skinless fillets  caribbean mahi mahi 1-3 lb 50lb box,CMM1309500,code128,,PE16,LB,LB,LB,50,55.16,50,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh h&g caribbean mahi mahi 15-20 lb 80lb box,CMM1502800,code128,,PE16,LB,LB,LB,80,80,80,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh h&g caribbean mahi mahi 20-up lb 80lb box,CMM2002800,code128,,PE16,LB,LB,LB,80,80,80,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Ivp frozen co treated skin on fillets caribbean mahi mahi 3-5 lb 50lb box,CMM3507500,code128,,PE16,LB,LB,LB,50,55.16,50,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Ivp frozen co treated skinless fillets  caribbean mahi mahi 3-5 lb 50lb box,CMM3509500,code128,,PE16,LB,LB,LB,50,55.16,50,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh h&g caribbean mahi mahi 5-10 lb 80lb box,CMM5102800,code128,,PE16,LB,LB,LB,80,80,80,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Ivp frozen co treated skin on fillets caribbean mahi mahi 5-7 lb 50lb box,CMM5707500,code128,,PE16,LB,LB,LB,50,55.16,50,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Ivp frozen co treated skinless fillets  caribbean mahi mahi 5-7 lb 50lb box,CMM5709500,code128,,PE16,LB,LB,LB,50,55.16,50,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Ivp frozen co treated skin on fillets caribbean mahi mahi 7-9 lb 50lb box,CMM7907500,code128,,PE16,LB,LB,LB,50,55.16,50,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Ivp frozen co treated skinless fillets  caribbean mahi mahi 7-9 lb 50lb box,CMM7909500,code128,,PE16,LB,LB,LB,50,55.16,50,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Ivp frozen ggs caribbean mutton snapper s/t garnel,CMS0032000,code128,,PE16,LB,LB,LB,1,1,0,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean mutton snapper 10-up lb 30lb box,CMS1001300,code128,,PE16,LB,LB,LB,30,30,30,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean mutton snapper 10-up lb 80lb box,CMS1001800,code128,,PE16,LB,LB,LB,80,80,80,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean mutton snapper 1-5 lb 30lb box,CMS1501300,code128,,PE16,LB,LB,LB,30,30,30,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean mutton snapper 1-5 lb 80lb box,CMS1501800,code128,,PE16,LB,LB,LB,80,80,80,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Ivp frozen skinless fillets co treated caribbean mutton snapper 16-20 oz 20lb box,CMS1609200,code128,,PE16,LB,LB,LB,20,20,20,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean mutton snapper 5-10 lb 30lb box,CMS5101300,code128,,PE16,LB,LB,LB,30,30,30,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean mutton snapper 5-10 lb 80lb box,CMS5101800,code128,,PE16,LB,LB,LB,80,80,80,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Ivp frozen co  ggs caribbean mutton snapper 5-10 lb 50lb box,CMS5132500,code128,,PE16,LB,LB,LB,50,55.16,50,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Frozen 100% clean queen conch trimmings 5lbs block,CMT0037050,code128,,CR11,LB,LB,LB,5,5.52,5,SIN IVA,inclusive,no_image.png,,,,Productos Terminados,,,,,,,,,
Fresh h&g caribbean pez espada s/t 80lb box,CPE0002110,code128,,PE16,LB,LB,LB,80,80,80,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean parrot fish 1-2 lb 30lb box,CPF1201300,code128,,PE16,LB,LB,LB,30,30,30,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean parrot fish 1-2 lb 80lb box,CPF1201800,code128,,PE16,LB,LB,LB,80,80,80,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean parrot fish 2-4 lb 30lb box,CPF2401300,code128,,PE16,LB,LB,LB,30,30,30,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean parrot fish 2-4 lb 80lb box,CPF2401800,code128,,PE16,LB,LB,LB,80,80,80,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean parrot fish 4-6 lb 30lb box,CPF4601300,code128,,PE16,LB,LB,LB,30,30,30,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean parrot fish 4-6 lb 80lb box,CPF4601800,code128,,PE16,LB,LB,LB,80,80,80,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean queen snapper u-1/2 lb 30lb box,CQS0101300,code128,,PE16,LB,LB,LB,30,30,30,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean queen snapper u-1/2 lb 80lb box,CQS0101800,code128,,PE16,LB,LB,LB,80,80,80,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean queen snapper 10-up lb 30lb box,CQS1001300,code128,,PE16,LB,LB,LB,30,30,30,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean queen snapper 10-up lb 80lb box,CQS1001800,code128,,PE16,LB,LB,LB,80,80,80,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
Fresh caribbean queen snapper 1/2-1 lb 30lb box,CQS1101300,code128,,PE16,LB,LB,LB,30,30,30,SIN IVA,inclusive,no_image.png,PE16,,,Productos Terminados,,,,,,,,,
