Name,Code,Barcode Symbology,Brand,Category Code,Unit Code,Sale Unit Code, Purchase Unit Code,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Image,Subcategory Code,Product Variants Separated by |,Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,HSN Code,Secondary Name,Supplier Name,Supplier Part No,Supplier Price
FRESH PACIFIC LANE SNAPPER 1/2-1 LB 80LB BOX,PLS1101800,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,80,80,,,,,,,,
IWP FROZEN CO TREATED WG SCALED PACIFIC LANE SNAPPER 1/2-1 LB 10LB BOX,PLS1105100,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,10,11.36,,,,,,,,
IVP FROZEN CO TREATED GGS PACIFIC LANE SNAPPER 1/2-1 LB 10LB BOX,PLS1106100,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,10,11.36,,,,,,,,
IVP FROZEN GGS PACIFIC LANE SNAPPER      3/4-1LB 10LB BOX,PLS1132100,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,10,11.36,,,,,,,,
FRESH PACIFIC LANE SNAPPER 1-2 LB 30LB BOX,PLS1201300,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,30,30,,,,,,,,
FRESH PACIFIC LANE SNAPPER 1-2 LB 80LB BOX,PLS1201800,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,80,80,,,,,,,,
IVP FROZEN CO TREATED SKIN ON FILLETS PACIFIC LANE SNAPPER 12-14OZ 10LB BOX,PLS1210100,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,10,11.36,,,,,,,,
IVP FROZEN  CO TREATED SKIN ON FILLETS PACIFIC LANE SNAPPER 14-16 OZ 10LB BOX,PLS1410100,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,10,11.36,,,,,,,,
FRESH PACIFIC LANE SNAPPER 1.0-1.5 LB 30LB BOX,PLS1501300,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,30,30,,,,,,,,
FRESH PACIFIC LANE SNAPPER 1.0-1.5 LB 80LB BOX,PLS1501800,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,80,80,,,,,,,,
IVP FROZEN CO TREATED GGS PACIFIC LANE SNAPPER 1.0-1.5LB 20LB BOX,PLS1506200,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,20,20,,,,,,,,
IVP FROZEN GGS PACIFIC LANE SNAPPER 1.0-1.5 LBS 20LB BOX,PLS1532200,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,20,20,,,,,,,,
IVP FROZEN  CO TREATED SKIN ON FILLETS PACIFIC LANE SNAPPER 16-20 OZ 10LB BOX,PLS1610100,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,10,10,,,,,,,,
FRESH PACIFIC LANE SNAPPER 2-4 LB 30LB BOX,PLS2401300,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,30,30,,,,,,,,
FRESH PACIFIC LANE SNAPPER 2-4 LB 80LB BOX,PLS2401800,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,80,80,,,,,,,,
FROZEN MINUTAS PACIFIC LANE SNAPPER 3-5 OZ 20LB BOX,PLS3516200,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,20,20,,,,,,,,
FRESH PACIFIC LANE SNAPPER 4-6 LB 30LB BOX,PLS4601300,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,30,30,,,,,,,,
FRESH PACIFIC LANE SNAPPER 4-6 LB 80LB BOX,PLS4601800,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,80,80,,,,,,,,
IVP FROZEN CO TREATED SKINLESS FILLETS  PACIFIC LANE SNAPPER 4-6 OZ 10LB BOX,PLS4609100,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,10,11.36,,,,,,,,
IVP FROZEN  CO TREATED SKIN ON FILLETS PACIFIC LANE SNAPPER 4-6 OZ 10LB BOX,PLS4610100,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,10,11.36,,,,,,,,
FRESH PACIFIC LANE SNAPPER 1.5-2.0 LB 30LB BOX,PLS5201300,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,30,30,,,,,,,,
FRESH PACIFIC LANE SNAPPER 1.5-2.0 LB 80LB BOX,PLS5201800,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,80,80,,,,,,,,
IVP FROZEN WG CO TREATED PACIFIC LANE SNAPPER 1.5-2.0 LB 20LB BOX,PLS5212100,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,20,20,,,,,,,,
IVP FRESH SKIN ON PACIFIC LANE SNAPPER FILLETS 16-20OZ 20LB BOX,PLS6237200,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,20,20,,,,,,,,
IVP FROZEN CO TREATED SKINLESS FILLETS  PACIFIC LANE SNAPPER 6-8 OZ 10LB BOX,PLS6809100,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,10,11.36,,,,,,,,
IVP FROZEN  CO TREATED SKIN ON FILLETS PACIFIC LANE SNAPPER 6-8 OZ 10LB BOX,PLS6810100,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,10,11.36,,,,,,,,
IVP FROZEN CO TREATED SKINLESS FILLETS PACIFIC LANE SNAPPER 8-10 OZ 10LB BOX,PLS8109100,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,10,11.36,,,,,,,,
IVP FRESH SKIN ON PACIFIC LANE SNAPPER FILLETS 8-16OZ 20LB BOX,PLS8137200,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,20,20,,,,,,,,
IVP FROZEN  CO TREATED SKIN ON FILLETS PACIFIC LANE SNAPPER 8-10 OZ 10LB BOX,PLS8210100,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,10,11.36,,,,,,,,
IVP FROZEN CO TREATED DIAMOND CUT PACIFIC LANE SNAPPER 8-10 ONZ 10LB BOX,PLS8238100,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,10,10,,,,,,,,
FRESH H&G PACIFIC MAHI MAHI 10-15 LB 80LB BOX,PMM1002800,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,80,80,,,,,,,,
IVP FROZEN CO TREATED SKIN ON FILLETS PACIFIC MAHI MAHI 1-3 LB 50LB BOX,PMM1307500,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,50,55.16,,,,,,,,
IVP FROZEN CO TREATED SKINLESS FILLETS  PACIFIC MAHI MAHI 1-3 LB 50LB BOX,PMM1309500,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,50,55.16,,,,,,,,
FRESH H&G PACIFIC MAHI MAHI 15-20 LB 80LB BOX,PMM1502800,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,80,80,,,,,,,,
FRESH H&G PACIFIC MAHI MAHI 20-UP LB 80LB BOX,PMM2002800,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,80,80,,,,,,,,
IVP FROZEN CO TREATED SKIN ON FILLETS PACIFIC MAHI MAHI 3-5 LB 50LB BOX,PMM3507500,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,50,55.16,,,,,,,,
IVP FROZEN CO TREATED SKINLESS FILLETS  PACIFIC MAHI MAHI 3-5 LB 50LB BOX,PMM3509500,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,50,55.16,,,,,,,,
FRESH H&G PACIFIC MAHI MAHI 5-10 LB 30LB BOX,PMM5102300,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,30,30,,,,,,,,
FRESH H&G PACIFIC MAHI MAHI 5-10 LB 80LB BOX,PMM5102800,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,80,80,,,,,,,,
IVP FROZEN CO TREATED SKIN ON FILLETS PACIFIC MAHI MAHI 5-7 LB 50LB BOX,PMM5707500,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,50,55.16,,,,,,,,
IVP FROZEN CO TREATED SKINLESS FILLETS  PACIFIC MAHI MAHI 5-7 LB 50LB BOX,PMM5709500,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,50,55.16,,,,,,,,
IVP FROZEN CO TREATED SKINLESS FILLETS  PACIFIC MAHI MAHI 7-9 LB 50LB BOX,PMM7909500,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,50,55.16,,,,,,,,
IVP FROZEN  CO TREATED SKIN ON FILLETS PACIFIC MAHI MAHI 7-9 LB 50LB BOX,PMM7910500,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,50,55.16,,,,,,,,
IVP FROZEN  CO TREATED SKIN ON FILLETS PACIFIC MAHI MAHI 9-11 LB 50LB BOX,PMM9110500,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,50,55.16,,,,,,,,
FRESH PACIFIC PARROT FISH 1-2 LB 30LB BOX,PPF1201300,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,30,30,,,,,,,,
FRESH PACIFIC PARROT FISH 1-2 LB 80LB BOX,PPF1201800,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,80,80,,,,,,,,
FRESH PACIFIC PARROT FISH 2-4 LB 30LB BOX,PPF2401300,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,30,30,,,,,,,,
FRESH PACIFIC PARROT FISH 2-4 LB 80LB BOX,PPF2401800,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,80,80,,,,,,,,
FRESH PACIFIC PARROT FISH 4-6 LB 30LB BOX,PPF4601300,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,30,30,,,,,,,,
FRESH PACIFIC PARROT FISH 4-6 LB 80LB BOX,PPF4601800,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,80,80,,,,,,,,
IWP FROZEN PACIFIC PULPO S/T 20LB BOX,PPU0023200,code128,,PU74,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,,,,20,20,,,,,,,,
SKATE FILLET IQF NICARAGUA WILD 20LBS BOX (9 KGS),PRA0014200,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,20,20,,,,,,,,
FRESH PACIFIC RED GROUPER 10-20 LB 30LB BOX,PRG1201300,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,30,30,,,,,,,,
FRESH PACIFIC RED GROUPER 10-20 LB 80LB BOX,PRG1201800,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,80,80,,,,,,,,
FRESH PACIFIC RED GROUPER 1-3 LB 30LB BOX,PRG1301300,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,30,30,,,,,,,,
FRESH PACIFIC RED GROUPER 1-3 LB 80LB BOX,PRG1301800,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,80,80,,,,,,,,
IVP FROZEN CO TREATED SKINLESS FILLETES PACIFIC RED GROUPER 1-3 LB 30LB BOX,PRG1309300,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,30,33.12,,,,,,,,
FRESH PACIFIC RED GROUPER 20-30 LB 30LB BOX,PRG2301300,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,30,30,,,,,,,,
FRESH PACIFIC RED GROUPER 20-30 LB 80LB BOX,PRG2301800,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,80,80,,,,,,,,
FRESH PACIFIC RED GROUPER 30-40 LB 80LB BOX,PRG3401800,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,80,80,,,,,,,,
FRESH PACIFIC RED GROUPER 3-5 LB 30LB BOX,PRG3501300,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,30,30,,,,,,,,
FRESH PACIFIC RED GROUPER 3-5 LB 80LB BOX,PRG3501800,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,80,80,,,,,,,,
IVP FROZEN CO TREATED SKINLESS FILLETS  PACIFIC RED GROUPER 3-5 LB 50LB BOX,PRG3509500,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,50,55.16,,,,,,,,
FRESH PACIFIC RED GROUPER 5-10 LB 30LB BOX,PRG5101300,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,30,30,,,,,,,,
FRESH PACIFIC RED GROUPER 5-10 LB 80LB BOX,PRG5101800,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,80,80,,,,,,,,
FRESH PACIFIC ROCK SNAPPER 10-UP LB 30LB BOX,PRS1001300,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,30,30,,,,,,,,
FRESH PACIFIC ROCK SNAPPER 10-UP LB 80LB BOX,PRS1001800,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,80,80,,,,,,,,
FRESH PACIFIC ROCK SNAPPER 1-5 LB 30LB BOX,PRS1501300,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,30,30,,,,,,,,
FRESH PACIFIC ROCK SNAPPER 1-5 LB 80LB BOX,PRS1501800,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,80,80,,,,,,,,
FRESH PACIFIC ROCK SNAPPER 5-10 LB 30LB BOX,PRS5101300,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,30,30,,,,,,,,
FRESH PACIFIC ROCK SNAPPER 5-10 LB 80LB BOX,PRS5101800,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,80,80,,,,,,,,
KILLER BEE IVP FROZEN SAND FLEA 1LB BAG,PSN0030000,code128,,CR84,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,1,1,,,,,,,,
KILLER BEE IVP FROZEN SAND FLEA 1LB BAG 14LB BOX,PSN0030142,code128,,CR84,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,1,1,,,,,,,,
KILLER BEE FROZEN SAND FLEA BULK 30LB BOX,PSN0081300,code128,,CR84,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,30,30,,,,,,,,
KILLER BEE FROZEN BAIT SAND FLEA 5.62LB BOX,PSN0081911,code128,,CR84,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,5,5,,,,,,,,
Silk Snapper GGS S/T 2lb bolsa caja 20lb,PSS0039200,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,20,20,,,,,,,,
FRESH PACIFIC SILK SNAPPER 1/4-1/2 30LB BOX,PSS0101300,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,30,30,,,,,,,,
FRESH PACIFIC SILK SNAPPER 1/4-1/2 80LB BOX,PSS0101800,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,80,80,,,,,,,,
IVP FROZEN GGS PACIFIC SILK SNAPPER 3/4-1 LB 10LB BOX,PSS0132100,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,10,10,,,,,,,,
FRESH PACIFIC SILK SNAPPER 10-UP LB 30LB BOX,PSS1001300,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,30,30,,,,,,,,
FRESH PACIFIC SILK SNAPPER 10-UP LB 80LB BOX,PSS1001800,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,80,80,,,,,,,,
WHOLE FROZEN PACIFIC SILK SNAPPER 10-UP LBS 50LB BOX,PSS1021500,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,50,55.16,,,,,,,,
FRESH PACIFIC SILK SNAPPER 1/2-1 LB 30LB BOX,PSS1101300,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,30,30,,,,,,,,
FRESH PACIFIC SILK SNAPPER 1/2-1 LB 80LB BOX,PSS1101800,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,80,80,,,,,,,,
IVP FROZEN  GGS PACIFIC SILK SNAPPER      3/4-1 LB 10LB BOX,PSS1106100,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,10,11.36,,,,,,,,
FRESH PACIFIC SILK SNAPPER 1-2 LB 30LB BOX,PSS1201300,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,30,30,,,,,,,,
FRESH PACIFIC SILK SNAPPER 1-2 LB 80LB BOX,PSS1201800,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,80,80,,,,,,,,
IVP FROZEN CO TREATED GGS PACIFIC SILK SNAPPER 1.0-1.5 LB 20LB BOX,PSS1506200,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,20,20,,,,,,,,
IVP FROZEN GGS PACIFIC SILK SNAPPER 1.0-1.5 LBS 20LB BOX,PSS1532200,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,20,20,,,,,,,,
FRESH PACIFIC SILK SNAPPER 2-4 LB 30LB BOX,PSS2401300,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,30,30,,,,,,,,
FRESH PACIFIC SILK SNAPPER 2-4 LB 80LB BOX,PSS2401800,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,80,80,,,,,,,,
IVP FROZEN CO TREATED GGS PACIFIC SILK SNAPPER 2-4 LB 20LB BOX,PSS2406200,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,20,20,,,,,,,,
IVP FROZEN WG CO TREATED PACIFIC SILK SNAPPER 2-4 LB 20LB BOX,PSS2412200,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,20,20,,,,,,,,
IVP FROZEN GGS PACIFIC SILK SNAPPER 2-4 LBS Granel,PSS2432000,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,20,20,,,,,,,,
IVP FROZEN GGS PACIFIC SILK SNAPPER 2-4 LBS 20LB BOX,PSS2432200,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,20,20,,,,,,,,
FROZEN MINUTAS PACIFIC SILK SNAPPER 3-5 OZ 20LB BOX,PSS3516200,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,20,20,,,,,,,,
FRESH PACIFIC SILK SNAPPER 4-6 LB 30LB BOX,PSS4601300,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,30,30,,,,,,,,
FRESH PACIFIC SILK SNAPPER 4-6 LB 80LB BOX,PSS4601800,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,80,80,,,,,,,,
IVP FROZEN SKIN ON FILLETS CO TREATED PACIFIC SILK SNAPPER 4-6 OZ 10LB BOX,PSS4610100,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,10,11.36,,,,,,,,
IVP FROZEN WG CO TREATED PACIFIC SILK SNAPPER 1.5-2.0 LB 20LB BOX,PSS5212200,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,20,20,,,,,,,,
IVP FROZEN GGS PACIFIC SILK SNAPPER 1.5-2.0LBS 20LB BOX,PSS5232200,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,20,20,,,,,,,,
FRESH PACIFIC SILK SNAPPER 6-10 LB 30LB BOX,PSS6101300,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,30,30,,,,,,,,
FRESH PACIFIC SILK SNAPPER 6-10 LB 80LB BOX,PSS6101800,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,80,80,,,,,,,,
IWP FROZEN WG CO TREATED PACIFIC SILK SNAPPER 6-10 LBS 50LB BOX,PSS6113500,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,50,50,,,,,,,,
IVP FROZEN SKIN ON FILLETS CO TREATED PACIFIC SILK SNAPPER 6-8 OZ 10LB BOX,PSS6810100,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,10,11.36,,,,,,,,
FLIETE DE TIBURÓN TIGRE S/T CONGELADO CAJA 20LB,PTT8114200,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,20,22.12,,,,,,,,
HLSO PACIFIC WHITE SHRIMP U8 4LB BLOCK PACIFIC PEARL,PWH0818044,code128,,CM05,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,CM3,,,4,4,,,,,,,,
HLSO PACIFIC WHITE SHRIMP U8 40LBS MASTER,PWH0818404,code128,,CM05,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,CM3,,,40,40,,,,,,,,
HLSO PACIFIC WHITE SHRIMP U10 40LB MASTER,PWH1018403,code128,,CM05,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,CM3,,,40,40,,,,,,,,
HLSO PACIFIC WHITE SHRIMP U12 4LB BLOCK PACIFIC PEARL,PWH1218044,code128,,CM05,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,CM3,,,4,4,,,,,,,,
HLSO PACIFIC WHITE SHRIMP U12 40LB MASTER,PWH1218404,code128,,CM05,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,CM3,,,40,40,,,,,,,,
HLSO PACIFIC WHITE SHRIMP U15 4LB CAJA IMPERIAL,PWH1518043,code128,,CM05,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,CM3,,,4,4,,,,,,,,
HLSO PACIFIC WHITE SHRIMP U15 40LB MASTER,PWH1518403,code128,,CM05,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,CM3,,,40,40,,,,,,,,
FRESH PACIFIC PANORAMIC GRUNT 1/2-1 LB 30LB BOX,PWS1101300,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,30,30,,,,,,,,
FRESH PACIFIC PANORAMIC GRUNT 1/2-1 LB 80LB BOX,PWS1101800,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,80,80,,,,,,,,
IVP FROZEN GGS  PACIFIC PANORAMIC GRUNT 3/4-1 LB 10LB BOX,PWS1126100,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,10,10,,,,,,,,
FRESH PACIFIC PANORAMIC GRUNT 1-2 LB 30LB BOX,PWS1201300,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,30,30,,,,,,,,
FRESH PACIFIC PANORAMIC GRUNT 1-2 LB 80LB BOX,PWS1201800,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,80,80,,,,,,,,
FRESH PACIFIC PANORAMIC GRUNT 2-4 LB 30LB BOX,PWS2401300,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,30,30,,,,,,,,
FRESH PACIFIC PANORAMIC GRUNT 2-4 LB 80LB BOX,PWS2401800,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,80,80,,,,,,,,
FROZEN MINUTAS PACIFIC PANORAMIC GRUNT 3-5 OZ 20LB BOX,PWS3516200,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,20,20,,,,,,,,
FRESH PACIFIC PANORAMIC GRUNT 4-6 LB 30LB BOX,PWS4601300,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,30,30,,,,,,,,
FRESH PACIFIC PANORAMIC GRUNT 4-6 LB 80LB BOX,PWS4601800,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,80,80,,,,,,,,
FRESH PACIFIC YELLOW SNAPPER 1/2-1 LB 30LB BOX,PYS1101300,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,30,30,,,,,,,,
FRESH PACIFIC YELLOW SNAPPER 1/2-1 LB 80LB BOX,PYS1101800,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,80,80,,,,,,,,
FRESH PACIFIC YELLOW SNAPPER 1-2 LB 30LB BOX,PYS1201300,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,30,30,,,,,,,,
FRESH PACIFIC YELLOW SNAPPER 1-2 LB 80LB BOX,PYS1201800,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,80,80,,,,,,,,
IVP FROZEN CO TREATED GGS PACIFIC YELLOW SNAPPER 1-2 LB 30LB BOX,PYS1206300,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,30,33.12,,,,,,,,
FRESH PACIFIC YELLOW SNAPPER 2-4 LB 30LB BOX,PYS2401300,code128,,PE16,LB,LB,LB,0,0,0,SIN IVA,inclusive,no_image.png,PE16,,,30,30,,,,,,,,
