Product Code,Net Unit Cost,Quantity,Product Variant,Tax Rate Name,Discount,Expiry
PCO6807300,1,10,,,202308102763,10/8/2025 12:00:00 AM
CBF1001300,1,30,,,202308172766,17/8/2025 12:00:00 AM
OWH4521015,1,150,,,202308212773,21/8/2025 12:00:00 AM
PCO4611150,1,17.5,,,202308222775,22/8/2025 12:00:00 AM
PRO1210300,1,120,,,202309122778,12/9/2025 12:00:00 AM
CTB0011200,1,200,,,202310102780,10/10/2025 12:00:00 AM
CTBT0011200,1,100,,,202310102780,10/10/2025 12:00:00 AM
ORE098200,1,520,,,202310102781,10/10/2025 12:00:00 AM
CRA0014200,1,80,,,202310102782,10/10/2025 12:00:00 AM
PMM0443100,1,140,,,202310102783,10/10/2025 12:00:00 AM
PMM0643100,1,1190,,,202310102783,10/10/2025 12:00:00 AM
PMM0843100,1,980,,,202310102783,10/10/2025 12:00:00 AM
PMM2448100,1,280,,,202310102783,10/10/2025 12:00:00 AM
CLO0723050,1,25,,,202310102784,10/10/2025 12:00:00 AM
CLO0823050,1,35,,,202310102784,10/10/2025 12:00:00 AM
CLO1223050,1,20,,,202310102784,10/10/2025 12:00:00 AM
CLO1623050,1,5,,,202310102784,10/10/2025 12:00:00 AM
CLO9223050,1,10,,,202310102784,10/10/2025 12:00:00 AM
CLO9223400,1,40,,,202310102784,10/10/2025 12:00:00 AM
CLT0550107,1,40,,,202310102784,10/10/2025 12:00:00 AM
CLT0650107,1,30,,,202310102784,10/10/2025 12:00:00 AM
CBG1314990,1,4530,,,202310112790,11/10/2025 12:00:00 AM
CBG3514990,1,120,,,202310112790,11/10/2025 12:00:00 AM
CBG5709500,1,150,,,202310112790,11/10/2025 12:00:00 AM
CHF1010101,1,110,,,202310112790,11/10/2025 12:00:00 AM
CHF4611100,1,280,,,202310112790,11/10/2025 12:00:00 AM
CHF6811100,1,110,,,202310112790,11/10/2025 12:00:00 AM
CHF8110101,1,50,,,202310112790,11/10/2025 12:00:00 AM
CQT1011100,1,180,,,202310112790,11/10/2025 12:00:00 AM
CQT4611100,1,740,,,202310112790,11/10/2025 12:00:00 AM
CQT6811100,1,410,,,202310112790,11/10/2025 12:00:00 AM
CQT8111100,1,200,,,202310112790,11/10/2025 12:00:00 AM
CRG1009100,1,400,,,202310112790,11/10/2025 12:00:00 AM
CRG1309300,1,1020,,,202310112790,11/10/2025 12:00:00 AM
CRG6109100,1,340,,,202310112790,11/10/2025 12:00:00 AM
CTR1011100,1,120,,,202310112790,11/10/2025 12:00:00 AM
CTR1309300,1,150,,,202310112790,11/10/2025 12:00:00 AM
CTR4609100,1,230,,,202310112790,11/10/2025 12:00:00 AM
CTR6809100,1,70,,,202310112790,11/10/2025 12:00:00 AM
CTR8109100,1,130,,,202310112790,11/10/2025 12:00:00 AM
CYE1309200,1,120,,,202310112790,11/10/2025 12:00:00 AM
PBG1009100,1,2190,,,202310112790,11/10/2025 12:00:00 AM
PBG1309300,1,1260,,,202310112790,11/10/2025 12:00:00 AM
PBG3509300,1,360,,,202310112790,11/10/2025 12:00:00 AM
PBG5709500,1,200,,,202310112790,11/10/2025 12:00:00 AM
PBG6109100,1,4220,,,202310112790,11/10/2025 12:00:00 AM
PBG7909500,1,200,,,202310112790,11/10/2025 12:00:00 AM
PBG9109500,1,100,,,202310112790,11/10/2025 12:00:00 AM
PLS1206100,1,730,,,202310112790,11/10/2025 12:00:00 AM
PLS4610100,1,280,,,202310112790,11/10/2025 12:00:00 AM
PLS6810100,1,520,,,202310112790,11/10/2025 12:00:00 AM
PPF1009100,1,190,,,202310112790,11/10/2025 12:00:00 AM
PPF1309300,1,330,,,202310112790,11/10/2025 12:00:00 AM
PPF6809100,1,110,,,202310112790,11/10/2025 12:00:00 AM
PPF8109100,1,110,,,202310112790,11/10/2025 12:00:00 AM
CLO1223400,1,160,,,202310112792,11/10/2025 12:00:00 AM
CLO9223400,1,200,,,202310112792,11/10/2025 12:00:00 AM
CLT0550107,1,290,,,202310112792,11/10/2025 12:00:00 AM
CLT0650107,1,1090,,,202310112792,11/10/2025 12:00:00 AM
PLO0323100,1,550,,,202310112793,11/10/2025 12:00:00 AM
PLO0423100,1,330,,,202310112793,11/10/2025 12:00:00 AM
PLO0523100,1,200,,,202310112793,11/10/2025 12:00:00 AM
PLO0623100,1,120,,,202310112793,11/10/2025 12:00:00 AM
PMM0443100,1,720,,,202310112794,11/10/2025 12:00:00 AM
PMM0643100,1,370,,,202310112794,11/10/2025 12:00:00 AM
PMM0843100,1,370,,,202310112794,11/10/2025 12:00:00 AM
PMM1344101,1,100,,,202310112794,11/10/2025 12:00:00 AM
PMM2448100,1,70,,,202310112794,11/10/2025 12:00:00 AM
PMM5144101,1,110,,,202310112794,11/10/2025 12:00:00 AM
CCL0047100,1,13930,,,202310112795,11/10/2025 12:00:00 AM
CLO0723050,1,35,,,202310112796,11/10/2025 12:00:00 AM
CLO0723400,1,160,,,202310112796,11/10/2025 12:00:00 AM
CLO0823050,1,15,,,202310112796,11/10/2025 12:00:00 AM
CLO0823400,1,160,,,202310112796,11/10/2025 12:00:00 AM
CLO1223050,1,25,,,202310112796,11/10/2025 12:00:00 AM
CLO1223400,1,40,,,202310112796,11/10/2025 12:00:00 AM
CLO1623050,1,35,,,202310112796,11/10/2025 12:00:00 AM
CLO9223050,1,5,,,202310112796,11/10/2025 12:00:00 AM
CLO9223400,1,280,,,202310112796,11/10/2025 12:00:00 AM
CLT0550107,1,290,,,202310112796,11/10/2025 12:00:00 AM
CLT0650107,1,240,,,202310112796,11/10/2025 12:00:00 AM
CLO0723050,1,35,,,202310112797,11/10/2025 12:00:00 AM
CLO0723400,1,80,,,202310112797,11/10/2025 12:00:00 AM
CLO0823050,1,25,,,202310112797,11/10/2025 12:00:00 AM
CLO0823400,1,120,,,202310112797,11/10/2025 12:00:00 AM
CLO1223400,1,80,,,202310112797,11/10/2025 12:00:00 AM
CLO1623050,1,20,,,202310112797,11/10/2025 12:00:00 AM
CLO9223050,1,20,,,202310112797,11/10/2025 12:00:00 AM
CLO9223400,1,200,,,202310112797,11/10/2025 12:00:00 AM
CLT0550107,1,80,,,202310112797,11/10/2025 12:00:00 AM
CLT0650107,1,140,,,202310112797,11/10/2025 12:00:00 AM
PSS1750010,1,485,,,202310112798,11/10/2025 12:00:00 AM
PRO2421300,1,750,,,202310112800,11/10/2025 12:00:00 AM
PRO4621500,1,450,,,202310112800,11/10/2025 12:00:00 AM
PDS0052201,1,1780,,,202310122801,12/10/2025 12:00:00 AM
PMM0443100,1,940,,,202310122803,12/10/2025 12:00:00 AM
PMM0643100,1,1960,,,202310122803,12/10/2025 12:00:00 AM
PMM0843100,1,990,,,202310122803,12/10/2025 12:00:00 AM
PMM1344101,1,140,,,202310122803,12/10/2025 12:00:00 AM
PMM2448100,1,350,,,202310122803,12/10/2025 12:00:00 AM
PMM5144101,1,150,,,202310122803,12/10/2025 12:00:00 AM
CWHBCK18046,1,32,,,202310122804,12/10/2025 12:00:00 AM
OWH1618040,1,68,,,202310122804,12/10/2025 12:00:00 AM
OWH2218040,1,276,,,202310122804,12/10/2025 12:00:00 AM
OWH2318040,1,576,,,202310122804,12/10/2025 12:00:00 AM
OWH3318040,1,424,,,202310122804,12/10/2025 12:00:00 AM
OWH4518040,1,172,,,202310122804,12/10/2025 12:00:00 AM
CCH0037050,1,15,,,202310122805,12/10/2025 12:00:00 AM
CCH0037500,1,1250,,,202310122805,12/10/2025 12:00:00 AM
CMT0037050,1,20,,,202310122805,12/10/2025 12:00:00 AM
CHF1010101,1,10,,,202310122808,12/10/2025 12:00:00 AM
CHF4611100,1,10,,,202310122808,12/10/2025 12:00:00 AM
POS6849120,1,10,,,202310122809,12/10/2025 12:00:00 AM
PLS1009100,1,10,,,202310122810,12/10/2025 12:00:00 AM
PLS4609100,1,10,,,202310122810,12/10/2025 12:00:00 AM
PLS6809100,1,20,,,202310122810,12/10/2025 12:00:00 AM
PLS8109100,1,10,,,202310122810,12/10/2025 12:00:00 AM
CTR1011100,1,10,,,202310122811,12/10/2025 12:00:00 AM
CTR4609100,1,10,,,202310122811,12/10/2025 12:00:00 AM
CTR6809100,1,10,,,202310122811,12/10/2025 12:00:00 AM
PCO1009100,1,20,,,202310122812,12/10/2025 12:00:00 AM
PCO4609100,1,10,,,202310122812,12/10/2025 12:00:00 AM
PCO6807300,1,10,,,202310122812,12/10/2025 12:00:00 AM
PCO8107300,1,10,,,202310122812,12/10/2025 12:00:00 AM
CBG1314990,1,60,,,202310122813,12/10/2025 12:00:00 AM
PBG1009100,1,20,,,202310122813,12/10/2025 12:00:00 AM
PBG6143100,1,10,,,202310122813,12/10/2025 12:00:00 AM
PBG7909500,1,50,,,202310122813,12/10/2025 12:00:00 AM
PPF1009100,1,10,,,202310122814,12/10/2025 12:00:00 AM
PPF4609100,1,30,,,202310122814,12/10/2025 12:00:00 AM
CRG1009100,1,10,,,202310122815,12/10/2025 12:00:00 AM
CRG1309300,1,30,,,202310122815,12/10/2025 12:00:00 AM
CRG6109100,1,10,,,202310122815,12/10/2025 12:00:00 AM
CQT1011100,1,20,,,202310122816,12/10/2025 12:00:00 AM
CQT4611100,1,30,,,202310122816,12/10/2025 12:00:00 AM
CQT6811100,1,30,,,202310122816,12/10/2025 12:00:00 AM
CQT8111100,1,30,,,202310122816,12/10/2025 12:00:00 AM
PRS0010100,1,10,,,202310122817,12/10/2025 12:00:00 AM
PRS0010300,1,60,,,202310122817,12/10/2025 12:00:00 AM
PMMCD09100,1,30,,,202310122818,12/10/2025 12:00:00 AM
CYT1451201,1,3560,,,202310122819,12/10/2025 12:00:00 AM
PMM0443100,1,390,,,202310132825,13/10/2025 12:00:00 AM
PMM0643100,1,800,,,202310132825,13/10/2025 12:00:00 AM
PMM0843100,1,810,,,202310132825,13/10/2025 12:00:00 AM
PMM1344101,1,10,,,202310132825,13/10/2025 12:00:00 AM
PMM2448100,1,230,,,202310132825,13/10/2025 12:00:00 AM
PMM3507500,1,200,,,202310132826,13/10/2025 12:00:00 AM
CRA0014200,1,200,,,202310132827,13/10/2025 12:00:00 AM
POS6849120,1,10,,,202310132829,13/10/2025 12:00:00 AM
PMM0443100,1,1080,,,202310142834,14/10/2025 12:00:00 AM
PMM0643100,1,1830,,,202310142834,14/10/2025 12:00:00 AM
PMM0843100,1,1040,,,202310142834,14/10/2025 12:00:00 AM
PMM1344101,1,90,,,202310142834,14/10/2025 12:00:00 AM
PMM2448100,1,450,,,202310142834,14/10/2025 12:00:00 AM
OBA5709001,1,1690,,,202310142836,14/10/2025 12:00:00 AM
CYT1451201,1,1060,,,202310142838,14/10/2025 12:00:00 AM
PMM0443100,1,980,,,202310162842,16/10/2025 12:00:00 AM
PMM0643100,1,1160,,,202310162842,16/10/2025 12:00:00 AM
PMM0843100,1,900,,,202310162842,16/10/2025 12:00:00 AM
PMM1344101,1,60,,,202310162842,16/10/2025 12:00:00 AM
PMM2448100,1,230,,,202310162842,16/10/2025 12:00:00 AM
PMM1307500,1,250,,,202310162844,16/10/2025 12:00:00 AM
PMM3507500,1,5050,,,202310162844,16/10/2025 12:00:00 AM
PMM5707500,1,350,,,202310162844,16/10/2025 12:00:00 AM
PMM7910500,1,50,,,202310162844,16/10/2025 12:00:00 AM
PMM9110500,1,50,,,202310162844,16/10/2025 12:00:00 AM
CCL0047100,1,1180,,,202310162845,16/10/2025 12:00:00 AM
CLO0723050,1,10,,,202310162846,16/10/2025 12:00:00 AM
CLO0723400,1,280,,,202310162846,16/10/2025 12:00:00 AM
CLO0823050,1,30,,,202310162846,16/10/2025 12:00:00 AM
CLO0823400,1,200,,,202310162846,16/10/2025 12:00:00 AM
CLO1223050,1,15,,,202310162846,16/10/2025 12:00:00 AM
CLO9223050,1,10,,,202310162846,16/10/2025 12:00:00 AM
CLO9223400,1,40,,,202310162846,16/10/2025 12:00:00 AM
CLT0550107,1,140,,,202310162846,16/10/2025 12:00:00 AM
CLT0650107,1,310,,,202310162846,16/10/2025 12:00:00 AM
CLO0524100,1,20,,,202310162847,16/10/2025 12:00:00 AM
CLO0723050,1,15,,,202310162847,16/10/2025 12:00:00 AM
CLO0723400,1,160,,,202310162847,16/10/2025 12:00:00 AM
CLO0823050,1,5,,,202310162847,16/10/2025 12:00:00 AM
CLO0823400,1,160,,,202310162847,16/10/2025 12:00:00 AM
CLO1223050,1,15,,,202310162847,16/10/2025 12:00:00 AM
CLO1223400,1,120,,,202310162847,16/10/2025 12:00:00 AM
CLO1623050,1,30,,,202310162847,16/10/2025 12:00:00 AM
CLO1623400,1,40,,,202310162847,16/10/2025 12:00:00 AM
CLO9223050,1,10,,,202310162847,16/10/2025 12:00:00 AM
CLO9223400,1,280,,,202310162847,16/10/2025 12:00:00 AM
CLT0550107,1,1500,,,202310162847,16/10/2025 12:00:00 AM
CLT0650107,1,290,,,202310162847,16/10/2025 12:00:00 AM
PLO0423017,1,25,,,202310172850,17/10/2025 12:00:00 AM
FWH3418043,1,1152,,,202310172852,17/10/2025 12:00:00 AM
FWH4518043,1,2968,,,202310172852,17/10/2025 12:00:00 AM
PMM2448150,1,526.5,,,202310172854,17/10/2025 12:00:00 AM
CYT1451201,1,1560,,,202310172855,17/10/2025 12:00:00 AM
CYT3151201,1,700,,,202310172855,17/10/2025 12:00:00 AM
PMM0443100,1,340,,,202310172856,17/10/2025 12:00:00 AM
PMM0643100,1,670,,,202310172856,17/10/2025 12:00:00 AM
PMM0843100,1,340,,,202310172856,17/10/2025 12:00:00 AM
PMM1344101,1,180,,,202310172856,17/10/2025 12:00:00 AM
PMM2448100,1,210,,,202310172856,17/10/2025 12:00:00 AM
PMM5144101,1,250,,,202310172856,17/10/2025 12:00:00 AM
PRO2421300,1,1530,,,202310172857,17/10/2025 12:00:00 AM
PRO4621500,1,200,,,202310172857,17/10/2025 12:00:00 AM
CTG0014200,1,120,,,202310172858,17/10/2025 12:00:00 AM
CRA0014200,1,1400,,,202310172859,17/10/2025 12:00:00 AM
CYT4607100,1,460,,,202310172860,17/10/2025 12:00:00 AM
PDS0052201,1,1140,,,202310172861,17/10/2025 12:00:00 AM
PDS0021501,1,800,,,202310172863,17/10/2025 12:00:00 AM
CYT1451201,1,500,,,2023101228164,12/10/2025 12:00:00 AM
PMM1307500,1,950,,,202310182866,18/10/2025 12:00:00 AM
PMM3507500,1,8300,,,202310182866,18/10/2025 12:00:00 AM
PMM5707500,1,400,,,202310182866,18/10/2025 12:00:00 AM
PMM7910500,1,50,,,202310182866,18/10/2025 12:00:00 AM
PDS0052201,1,1420,,,202310182867,18/10/2025 12:00:00 AM
PDS0021501,1,500,,,202310182869,18/10/2025 12:00:00 AM
CRA0014200,1,1480,,,202310182870,18/10/2025 12:00:00 AM
ORE098200,1,440,,,202310182871,18/10/2025 12:00:00 AM
PMMCD09100,1,420,,,202310182872,18/10/2025 12:00:00 AM
PDS0052201,1,880,,,202310182873,18/10/2025 12:00:00 AM
CYT1451201,1,360,,,202310172874,17/10/2025 12:00:00 AM
CYT3151201,1,820,,,202310172874,17/10/2025 12:00:00 AM
FWH3418043,1,1140,,,202310192876,19/10/2025 12:00:00 AM
FWH5618043,1,4380,,,202310192876,19/10/2025 12:00:00 AM
CLO0723400,1,360,,,202310192877,19/10/2025 12:00:00 AM
CLO0823050,1,25,,,202310192877,19/10/2025 12:00:00 AM
CLO0823400,1,240,,,202310192877,19/10/2025 12:00:00 AM
CLO1223050,1,35,,,202310192877,19/10/2025 12:00:00 AM
CLO1223400,1,120,,,202310192877,19/10/2025 12:00:00 AM
CLO1623050,1,35,,,202310192877,19/10/2025 12:00:00 AM
CLO9223400,1,480,,,202310192877,19/10/2025 12:00:00 AM
CLT0550107,1,570,,,202310192877,19/10/2025 12:00:00 AM
CLT0650107,1,500,,,202310192877,19/10/2025 12:00:00 AM
PMM2448002,1,604,,,202310192878,19/10/2025 12:00:00 AM
CCH0037050,1,5,,,202310192879,19/10/2025 12:00:00 AM
CCH0037500,1,1150,,,202310192879,19/10/2025 12:00:00 AM
CMT0037050,1,20,,,202310192879,19/10/2025 12:00:00 AM
PMM0443100,1,670,,,202310192881,19/10/2025 12:00:00 AM
PMM0643100,1,1330,,,202310192881,19/10/2025 12:00:00 AM
PMM0843100,1,820,,,202310192881,19/10/2025 12:00:00 AM
PMM1344101,1,30,,,202310192881,19/10/2025 12:00:00 AM
PMM2448100,1,90,,,202310192881,19/10/2025 12:00:00 AM
PMM1307500,1,200,,,202310192883,19/10/2025 12:00:00 AM
PMM3507500,1,750,,,202310192883,19/10/2025 12:00:00 AM
PMM5707500,1,50,,,202310192883,19/10/2025 12:00:00 AM
PMM7910500,1,50,,,202310192883,19/10/2025 12:00:00 AM
OWH2218040,1,24,,,202310202885,20/10/2025 12:00:00 AM
OWH2318040,1,36,,,202310202885,20/10/2025 12:00:00 AM
OWH3318040,1,56,,,202310202885,20/10/2025 12:00:00 AM
OWH4518040,1,36,,,202310202885,20/10/2025 12:00:00 AM
PDS0052201,1,740,,,202310202887,20/10/2025 12:00:00 AM
PMM0443100,1,420,,,202310202888,20/10/2025 12:00:00 AM
PMM0643100,1,590,,,202310202888,20/10/2025 12:00:00 AM
PMM0843100,1,200,,,202310202888,20/10/2025 12:00:00 AM
PMM1344101,1,560,,,202310202888,20/10/2025 12:00:00 AM
PMM5144101,1,100,,,202310202888,20/10/2025 12:00:00 AM
CLO0723050,1,30,,,202310202889,20/10/2025 12:00:00 AM
CLO0723400,1,600,,,202310202889,20/10/2025 12:00:00 AM
CLO0823050,1,25,,,202310202889,20/10/2025 12:00:00 AM
CLO0823400,1,800,,,202310202889,20/10/2025 12:00:00 AM
CLO1223050,1,15,,,202310202889,20/10/2025 12:00:00 AM
CLO1223400,1,280,,,202310202889,20/10/2025 12:00:00 AM
CLO1623050,1,10,,,202310202889,20/10/2025 12:00:00 AM
CLO1623400,1,80,,,202310202889,20/10/2025 12:00:00 AM
CLO9223050,1,20,,,202310202889,20/10/2025 12:00:00 AM
CLO9223400,1,1240,,,202310202889,20/10/2025 12:00:00 AM
CLT0550107,1,170,,,202310202889,20/10/2025 12:00:00 AM
CLT0650107,1,510,,,202310202889,20/10/2025 12:00:00 AM
CCL0047100,1,190,,,202310202890,20/10/2025 12:00:00 AM
PLO0323100,1,20,,,202310202891,20/10/2025 12:00:00 AM
PLO0423100,1,30,,,202310202891,20/10/2025 12:00:00 AM
PLO0523100,1,20,,,202310202891,20/10/2025 12:00:00 AM
PLO0623100,1,20,,,202310202891,20/10/2025 12:00:00 AM
PLO0723100,1,10,,,202310202891,20/10/2025 12:00:00 AM
PLO0823100,1,10,,,202310202891,20/10/2025 12:00:00 AM
PLO0923100,1,10,,,202310202891,20/10/2025 12:00:00 AM
PLO1023100,1,10,,,202310202891,20/10/2025 12:00:00 AM
CRA0014200,1,2380,,,202310202892,20/10/2025 12:00:00 AM
CLO0524100,1,50,,,202310202893,20/10/2025 12:00:00 AM
CLO0624100,1,30,,,202310202893,20/10/2025 12:00:00 AM
CLO0723050,1,15,,,202310202893,20/10/2025 12:00:00 AM
CLO0723400,1,40,,,202310202893,20/10/2025 12:00:00 AM
CLO0724100,1,10,,,202310202893,20/10/2025 12:00:00 AM
CLO0823050,1,10,,,202310202893,20/10/2025 12:00:00 AM
CLO0823400,1,40,,,202310202893,20/10/2025 12:00:00 AM
CLO0824100,1,10,,,202310202893,20/10/2025 12:00:00 AM
CLO0924100,1,10,,,202310202893,20/10/2025 12:00:00 AM
CLO1024100,1,20,,,202310202893,20/10/2025 12:00:00 AM
CLO1223050,1,5,,,202310202893,20/10/2025 12:00:00 AM
CLO1223400,1,40,,,202310202893,20/10/2025 12:00:00 AM
CLO1424100,1,10,,,202310202893,20/10/2025 12:00:00 AM
CLO1623050,1,30,,,202310202893,20/10/2025 12:00:00 AM
CLO1623400,1,40,,,202310202893,20/10/2025 12:00:00 AM
CLO9223400,1,40,,,202310202893,20/10/2025 12:00:00 AM
CLT0550107,1,40,,,202310202893,20/10/2025 12:00:00 AM
CLT0650107,1,50,,,202310202893,20/10/2025 12:00:00 AM
PMM011500,1,3150,,,202310202895,20/10/2025 12:00:00 AM
CYT1451201,1,760,,,202310202896,20/10/2025 12:00:00 AM
CYT3151201,1,1480,,,202310202896,20/10/2025 12:00:00 AM
CYT1451201,1,1260,,,202310172897,17/10/2025 12:00:00 AM
CYT3151201,1,2180,,,202310172897,17/10/2025 12:00:00 AM
CTL0011001,1,378,,,202310212900,21/10/2025 12:00:00 AM
PRS0010100,1,50,,,202310212901,21/10/2025 12:00:00 AM
PRS0010300,1,240,,,202310212901,21/10/2025 12:00:00 AM
PMM0443100,1,90,,,202310212902,21/10/2025 12:00:00 AM
PMM0643100,1,310,,,202310212902,21/10/2025 12:00:00 AM
PMM0843100,1,80,,,202310212902,21/10/2025 12:00:00 AM
PMM1344101,1,130,,,202310212902,21/10/2025 12:00:00 AM
PMM5144101,1,30,,,202310212902,21/10/2025 12:00:00 AM
PMM1307500,1,1250,,,202310212903,21/10/2025 12:00:00 AM
PMM3507500,1,7300,,,202310212903,21/10/2025 12:00:00 AM
PMM9110500,1,50,,,202310212903,21/10/2025 12:00:00 AM
PLS1210100,1,20,,,202310212904,21/10/2025 12:00:00 AM
PLS1410100,1,10,,,202310212904,21/10/2025 12:00:00 AM
PLS6810100,1,10,,,202310212904,21/10/2025 12:00:00 AM
PLS8210100,1,10,,,202310212904,21/10/2025 12:00:00 AM
POS6849120,1,140,,,202310212904,21/10/2025 12:00:00 AM
PPF1009100,1,40,,,202310212905,21/10/2025 12:00:00 AM
PPF6809100,1,30,,,202310212905,21/10/2025 12:00:00 AM
PPF8109100,1,30,,,202310212905,21/10/2025 12:00:00 AM
CYT4607100,1,260,,,202310212906,21/10/2025 12:00:00 AM
PLS1009100,1,10,,,202310212907,21/10/2025 12:00:00 AM
PLS4609100,1,20,,,202310212907,21/10/2025 12:00:00 AM
PLS8109100,1,10,,,202310212907,21/10/2025 12:00:00 AM
PBG1009100,1,60,,,202310212909,21/10/2025 12:00:00 AM
PBG6109100,1,50,,,202310212909,21/10/2025 12:00:00 AM
CRG6109100,1,30,,,202310212910,21/10/2025 12:00:00 AM
PCO4609100,1,50,,,202310212911,21/10/2025 12:00:00 AM
PCO8107300,1,10,,,202310212911,21/10/2025 12:00:00 AM
PRO2421300,1,840,,,202310212912,21/10/2025 12:00:00 AM
PRO4621500,1,150,,,202310212912,21/10/2025 12:00:00 AM
PCO6807300,1,30,,,202310212913,21/10/2025 12:00:00 AM
PRO8109100,1,40,,,202310212913,21/10/2025 12:00:00 AM
PMM1344101,1,1400,,,202310212914,21/10/2025 12:00:00 AM
CQT4611100,1,30,,,202310212915,21/10/2025 12:00:00 AM
CQT6811100,1,30,,,202310212915,21/10/2025 12:00:00 AM
CQT8111100,1,20,,,202310212915,21/10/2025 12:00:00 AM
PLO0423017,1,36,,,202310212916,21/10/2025 12:00:00 AM
PDS0052201,1,420,,,202310172917,17/10/2025 12:00:00 AM
PMM011500,1,1850,,,202310212918,21/10/2025 12:00:00 AM
PLS1010100,1,90,,,202310212919,21/10/2025 12:00:00 AM
PLS1210100,1,70,,,202310212919,21/10/2025 12:00:00 AM
PLS6810100,1,80,,,202310212919,21/10/2025 12:00:00 AM
PLS8210100,1,90,,,202310212919,21/10/2025 12:00:00 AM
ORE098200,1,80,,,202310212920,21/10/2025 12:00:00 AM
PDS0021501,1,700,,,202310212921,21/10/2025 12:00:00 AM
PMM2448002,1,414,,,202310232923,23/10/2025 12:00:00 AM
CTL0011001,1,287,,,202310232924,23/10/2025 12:00:00 AM
PMM011500,1,4500,,,202310232926,23/10/2025 12:00:00 AM
PRO2421300,1,1470,,,202310232927,23/10/2025 12:00:00 AM
PRO4621500,1,400,,,202310232927,23/10/2025 12:00:00 AM
PMM0443100,1,140,,,202310232928,23/10/2025 12:00:00 AM
PMM0643100,1,1050,,,202310232928,23/10/2025 12:00:00 AM
PMM0843100,1,420,,,202310232928,23/10/2025 12:00:00 AM
PMM1344101,1,210,,,202310232928,23/10/2025 12:00:00 AM
PMM1307500,1,800,,,202310242930,24/10/2025 12:00:00 AM
PMM3507500,1,7500,,,202310242930,24/10/2025 12:00:00 AM
CYT1451201,1,200,,,202310242932,24/10/2025 12:00:00 AM
CYT3151201,1,340,,,202310242932,24/10/2025 12:00:00 AM
CLO0723050,1,35,,,202310242933,24/10/2025 12:00:00 AM
CLO0823400,1,40,,,202310242933,24/10/2025 12:00:00 AM
CLO1223050,1,15,,,202310242933,24/10/2025 12:00:00 AM
CLO1623050,1,5,,,202310242933,24/10/2025 12:00:00 AM
CLO9223050,1,35,,,202310242933,24/10/2025 12:00:00 AM
CLO9223400,1,40,,,202310242933,24/10/2025 12:00:00 AM
CLT0650107,1,20,,,202310242933,24/10/2025 12:00:00 AM
PLO0323100,1,20,,,202310242934,24/10/2025 12:00:00 AM
PLO0423100,1,20,,,202310242934,24/10/2025 12:00:00 AM
PLO0523100,1,20,,,202310242934,24/10/2025 12:00:00 AM
PLO0623100,1,10,,,202310242934,24/10/2025 12:00:00 AM
PLO0723100,1,10,,,202310242934,24/10/2025 12:00:00 AM
CCH0037050,1,20,,,202310242935,24/10/2025 12:00:00 AM
CCH0037500,1,3700,,,202310242935,24/10/2025 12:00:00 AM
CMT0037050,1,5,,,202310242935,24/10/2025 12:00:00 AM
CTM0037500,1,100,,,202310242935,24/10/2025 12:00:00 AM
PMM0443100,1,910,,,202310242936,24/10/2025 12:00:00 AM
PMM0643100,1,840,,,202310242936,24/10/2025 12:00:00 AM
PMM0843100,1,420,,,202310242936,24/10/2025 12:00:00 AM
PMM1344101,1,420,,,202310242936,24/10/2025 12:00:00 AM
CLO0723050,1,20,,,202310242939,24/10/2025 12:00:00 AM
CLO0723400,1,40,,,202310242939,24/10/2025 12:00:00 AM
CLO0823050,1,5,,,202310242939,24/10/2025 12:00:00 AM
CLO0823400,1,80,,,202310242939,24/10/2025 12:00:00 AM
CLO1223050,1,35,,,202310242939,24/10/2025 12:00:00 AM
CLO1623050,1,15,,,202310242939,24/10/2025 12:00:00 AM
CLO9223050,1,30,,,202310242939,24/10/2025 12:00:00 AM
CLO9223400,1,80,,,202310242939,24/10/2025 12:00:00 AM
CLT0550107,1,170,,,202310242939,24/10/2025 12:00:00 AM
CLT0650107,1,60,,,202310242939,24/10/2025 12:00:00 AM
CYT1451201,1,260,,,202310252941,25/10/2025 12:00:00 AM
CYT3151201,1,400,,,202310252941,25/10/2025 12:00:00 AM
PMM1307500,1,1100,,,202310252943,25/10/2025 12:00:00 AM
PMM3507500,1,7450,,,202310252943,25/10/2025 12:00:00 AM
PMM011500,1,4400,,,202310252948,25/10/2025 12:00:00 AM
PMM0443100,1,520,,,202310252949,25/10/2025 12:00:00 AM
PMM0643100,1,1460,,,202310252949,25/10/2025 12:00:00 AM
PMM0843100,1,830,,,202310252949,25/10/2025 12:00:00 AM
PMM1344101,1,190,,,202310252949,25/10/2025 12:00:00 AM
PMMCD09100,1,630,,,202310252950,25/10/2025 12:00:00 AM
CRA0014200,1,1460,,,202310252951,25/10/2025 12:00:00 AM
ORE098200,1,660,,,202310252952,25/10/2025 12:00:00 AM
CLO0723050,1,10,,,202310252953,25/10/2025 12:00:00 AM
CLO0823050,1,15,,,202310252953,25/10/2025 12:00:00 AM
CLO1223050,1,5,,,202310252953,25/10/2025 12:00:00 AM
CLO9223050,1,10,,,202310252953,25/10/2025 12:00:00 AM
CLT0650107,1,20,,,202310252953,25/10/2025 12:00:00 AM
CCH0037050,1,40,,,202310252954,25/10/2025 12:00:00 AM
CCH0037500,1,800,,,202310252954,25/10/2025 12:00:00 AM
CMT0037050,1,15,,,202310252954,25/10/2025 12:00:00 AM
